user_id,signup_date,tier,ip_address,last_user_agent
usr_57,2023-06-25,Enterprise,192.168.80.162,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0 Safari/537.36
usr_58,2024-01-19,Basic,192.168.131.252,Mozilla/5.0 (X11; Linux x86_64) Firefox/126.0
usr_59,2024-10-14,Basic,192.168.41.76,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
usr_60,2023-06-21,Enterprise,192.168.253.24,Mozilla/5.0 (X11; Linux x86_64) Firefox/126.0
usr_61,2023-09-05,Enterprise,192.168.227.30,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
usr_62,2024-04-21,Pro,192.168.80.86,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
usr_63,2024-05-27,Basic,192.168.95.188,Mozilla/5.0 (X11; Linux x86_64) Firefox/126.0
usr_64,2024-06-15,Enterprise,192.168.66.241,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0 Safari/537.36
usr_65,2025-01-13,Pro,192.168.31.227,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0 Safari/537.36
usr_66,2023-11-04,Pro,192.168.45.183,Mozilla/5.0 (X11; Linux x86_64) Firefox/126.0
usr_67,2025-01-05,Basic,192.168.50.254,Mozilla/5.0 (X11; Linux x86_64) Firefox/126.0
usr_68,2024-07-21,Pro,192.168.247.111,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0 Safari/537.36
usr_69,2023-07-13,Basic,192.168.3.71,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0 Safari/537.36
usr_70,2025-01-22,Basic,192.168.172.76,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
usr_71,2023-07-17,Pro,192.168.177.106,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0 Safari/537.36
usr_72,2023-08-24,Pro,192.168.205.22,Mozilla/5.0 (X11; Linux x86_64) Firefox/126.0
usr_73,2023-09-17,Basic,192.168.33.145,Mozilla/5.0 (X11; Linux x86_64) Firefox/126.0
usr_74,2024-12-14,Basic,192.168.101.34,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
usr_75,2024-03-28,Enterprise,192.168.169.133,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0 Safari/537.36
usr_76,2023-06-27,Basic,192.168.235.152,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
usr_77,2024-11-03,Basic,192.168.161.184,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0 Safari/537.36
usr_78,2023-11-03,Enterprise,192.168.106.43,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
usr_79,2024-10-14,Pro,192.168.237.110,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
usr_80,2024-01-12,Basic,192.168.200.169,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0 Safari/537.36
usr_81,2024-08-10,Pro,192.168.211.118,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0 Safari/537.36
usr_82,2024-07-13,Pro,192.168.135.238,Mozilla/5.0 (X11; Linux x86_64) Firefox/126.0
usr_83,2023-10-31,Basic,192.168.153.31,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
usr_84,2023-07-17,Pro,192.168.108.245,Mozilla/5.0 (X11; Linux x86_64) Firefox/126.0
usr_85,2024-08-18,Basic,192.168.115.69,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0 Safari/537.36
usr_86,2023-06-06,Pro,192.168.190.244,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0 Safari/537.36
usr_87,2023-08-14,Pro,192.168.16.91,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0 Safari/537.36
usr_88,2024-10-07,Basic,192.168.210.235,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0 Safari/537.36
usr_89,2023-07-24,Basic,192.168.234.40,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0 Safari/537.36
usr_90,2024-02-15,Basic,192.168.39.138,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0 Safari/537.36
usr_91,2023-11-27,Basic,192.168.14.212,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0 Safari/537.36
usr_92,2024-05-16,Pro,192.168.150.204,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
usr_93,2023-09-15,Pro,192.168.81.187,Mozilla/5.0 (X11; Linux x86_64) Firefox/126.0
usr_94,2023-10-07,Basic,192.168.217.126,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0 Safari/537.36
usr_95,2023-08-09,Basic,192.168.60.164,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
usr_96,2023-07-04,Basic,192.168.106.2,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
usr_97,2023-07-18,Basic,192.168.133.24,Mozilla/5.0 (X11; Linux x86_64) Firefox/126.0
usr_98,2024-11-28,Enterprise,192.168.13.176,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/124.0 Safari/537.36
usr_99,2023-09-10,Enterprise,192.168.215.61,Mozilla/5.0 (X11; Linux x86_64) Firefox/126.0
usr_100,2024-07-21,Pro,192.168.204.160,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1.15
