swipe_id,account_id,swipe_timestamp,merchant_category,status
swp_39,acc_20,2025-05-24T01:57:16Z,GROCERY,DECLINED
swp_40,acc_20,2025-05-13T20:31:00Z,ENTERTAINMENT,APPROVED
swp_41,acc_21,2025-05-10T03:25:03Z,GROCERY,APPROVED
swp_42,acc_21,2025-04-22T14:05:23Z,DINING,APPROVED
swp_43,acc_22,2025-03-22T15:06:56Z,DINING,APPROVED
swp_44,acc_22,2025-05-02T13:46:17Z,ENTERTAINMENT,APPROVED
swp_45,acc_23,2025-04-17T14:26:55Z,GROCERY,APPROVED
swp_46,acc_23,2025-05-12T12:46:53Z,GROCERY,APPROVED
swp_47,acc_24,2025-04-08T11:42:14Z,TRAVEL,APPROVED
swp_48,acc_24,2025-05-14T13:52:13Z,ENTERTAINMENT,APPROVED
swp_49,acc_25,2025-05-04T17:43:53Z,TRAVEL,APPROVED
swp_50,acc_25,2025-05-09T04:43:09Z,ENTERTAINMENT,APPROVED
swp_51,acc_26,2025-04-04T03:48:42Z,ENTERTAINMENT,APPROVED
swp_52,acc_26,2025-04-29T03:40:19Z,GROCERY,APPROVED
swp_53,acc_26,2025-04-29T14:01:16Z,GROCERY,APPROVED
swp_54,acc_26,2025-05-16T17:17:54Z,ENTERTAINMENT,APPROVED
swp_55,acc_26,2025-05-22T19:19:58Z,DINING,APPROVED
swp_56,acc_27,2025-05-01T05:15:52Z,GROCERY,APPROVED
swp_57,acc_27,2025-03-07T22:56:18Z,ENTERTAINMENT,APPROVED
swp_58,acc_27,2025-05-09T10:03:49Z,DINING,APPROVED
swp_59,acc_27,2025-05-16T04:53:03Z,GROCERY,APPROVED
swp_60,acc_27,2025-03-11T15:30:35Z,TRAVEL,APPROVED
swp_61,acc_28,2025-05-11T13:57:45Z,GROCERY,APPROVED
swp_62,acc_28,2025-03-27T03:30:24Z,GROCERY,APPROVED
swp_63,acc_28,2025-05-03T22:34:59Z,TRAVEL,APPROVED
swp_64,acc_28,2025-03-26T01:13:08Z,TRAVEL,APPROVED
swp_65,acc_28,2025-03-11T06:19:47Z,GROCERY,APPROVED
swp_66,acc_29,2025-05-27T15:54:05Z,DINING,APPROVED
swp_67,acc_29,2025-05-15T12:28:46Z,DINING,APPROVED
swp_68,acc_29,2025-05-31T14:49:39Z,TRAVEL,DECLINED
swp_69,acc_29,2025-05-07T19:38:40Z,ENTERTAINMENT,APPROVED
swp_70,acc_29,2025-05-26T03:58:13Z,TRAVEL,APPROVED
swp_71,acc_30,2025-04-20T05:29:08Z,DINING,APPROVED
swp_72,acc_30,2025-04-25T12:51:56Z,TRAVEL,APPROVED
swp_73,acc_30,2025-04-15T08:26:14Z,ENTERTAINMENT,APPROVED
swp_74,acc_30,2025-05-04T04:32:57Z,DINING,APPROVED
swp_75,acc_30,2025-05-16T07:01:14Z,ENTERTAINMENT,APPROVED
swp_76,acc_31,2025-04-17T03:33:20Z,TRAVEL,APPROVED
swp_77,acc_31,2025-03-19T20:32:58Z,DINING,APPROVED
swp_78,acc_31,2025-04-14T06:47:08Z,ENTERTAINMENT,APPROVED
swp_79,acc_31,2025-05-07T20:16:43Z,TRAVEL,APPROVED
swp_80,acc_31,2025-04-19T12:15:27Z,TRAVEL,APPROVED
swp_81,acc_32,2025-05-08T00:06:20Z,TRAVEL,APPROVED
swp_82,acc_32,2025-04-13T09:32:20Z,ENTERTAINMENT,APPROVED
swp_83,acc_32,2025-04-11T21:38:24Z,ENTERTAINMENT,APPROVED
swp_84,acc_32,2025-03-13T14:42:05Z,ENTERTAINMENT,APPROVED
swp_85,acc_32,2025-03-26T16:28:35Z,ENTERTAINMENT,APPROVED
swp_86,acc_33,2025-05-06T03:38:12Z,GROCERY,APPROVED
swp_87,acc_33,2025-05-18T03:57:12Z,TRAVEL,APPROVED
swp_88,acc_33,2025-05-15T07:09:04Z,GROCERY,APPROVED
swp_89,acc_33,2025-05-05T02:21:22Z,DINING,APPROVED
swp_90,acc_33,2025-05-23T20:57:25Z,TRAVEL,APPROVED
swp_91,acc_34,2025-05-08T09:14:57Z,DINING,APPROVED
swp_92,acc_34,2025-03-07T13:17:25Z,DINING,APPROVED
swp_93,acc_34,2025-05-12T02:48:03Z,ENTERTAINMENT,APPROVED
swp_94,acc_34,2025-05-04T08:19:04Z,DINING,APPROVED
swp_95,acc_34,2025-05-18T09:44:17Z,TRAVEL,APPROVED
swp_96,acc_35,2025-04-18T06:52:12Z,DINING,APPROVED
swp_97,acc_35,2025-04-15T18:45:10Z,TRAVEL,APPROVED
swp_98,acc_35,2025-05-07T15:38:31Z,TRAVEL,APPROVED
swp_99,acc_35,2025-05-04T02:37:34Z,ENTERTAINMENT,APPROVED
swp_100,acc_35,2025-05-29T23:44:44Z,GROCERY,APPROVED
swp_101,acc_36,2025-05-26T00:49:00Z,DINING,APPROVED
swp_102,acc_36,2025-03-03T13:14:09Z,ENTERTAINMENT,APPROVED
swp_103,acc_36,2025-05-31T02:07:23Z,GROCERY,APPROVED
swp_104,acc_36,2025-04-12T17:11:41Z,TRAVEL,APPROVED
swp_105,acc_36,2025-03-26T08:54:06Z,ENTERTAINMENT,APPROVED
swp_106,acc_37,2025-03-06T21:16:53Z,DINING,APPROVED
swp_107,acc_37,2025-05-24T08:01:28Z,DINING,APPROVED
swp_108,acc_37,2025-05-04T21:57:58Z,ENTERTAINMENT,APPROVED
swp_109,acc_37,2025-03-25T14:40:25Z,TRAVEL,APPROVED
swp_110,acc_37,2025-05-29T06:13:10Z,ENTERTAINMENT,DECLINED
swp_111,acc_38,2025-03-06T16:59:44Z,TRAVEL,APPROVED
swp_112,acc_38,2025-03-05T17:22:19Z,ENTERTAINMENT,APPROVED
swp_113,acc_38,2025-05-31T18:23:06Z,TRAVEL,APPROVED
swp_114,acc_38,2025-03-22T11:42:16Z,ENTERTAINMENT,APPROVED
swp_115,acc_38,2025-05-18T12:50:59Z,TRAVEL,APPROVED
swp_116,acc_39,2025-05-22T00:03:43Z,DINING,APPROVED
swp_117,acc_39,2025-05-12T00:59:02Z,ENTERTAINMENT,APPROVED
swp_118,acc_39,2025-05-22T08:34:14Z,DINING,APPROVED
swp_119,acc_39,2025-03-04T23:01:19Z,TRAVEL,APPROVED
swp_120,acc_39,2025-05-17T09:36:08Z,ENTERTAINMENT,APPROVED
swp_121,acc_40,2025-05-30T06:19:32Z,ENTERTAINMENT,APPROVED
swp_122,acc_40,2025-05-05T04:17:03Z,GROCERY,APPROVED
swp_123,acc_40,2025-05-26T05:12:54Z,GROCERY,APPROVED
swp_124,acc_40,2025-05-28T00:25:33Z,TRAVEL,APPROVED
swp_125,acc_40,2025-05-26T06:21:00Z,DINING,APPROVED
swp_126,acc_41,2025-05-05T13:33:17Z,ENTERTAINMENT,APPROVED
swp_127,acc_41,2025-04-02T10:32:03Z,TRAVEL,APPROVED
swp_128,acc_41,2025-05-08T09:55:57Z,ENTERTAINMENT,APPROVED
swp_129,acc_41,2025-06-01T07:48:36Z,DINING,DECLINED
swp_130,acc_41,2025-05-28T23:45:20Z,ENTERTAINMENT,APPROVED
swp_131,acc_42,2025-04-11T16:12:16Z,GROCERY,APPROVED
swp_132,acc_42,2025-03-06T14:38:54Z,DINING,APPROVED
swp_133,acc_42,2025-05-25T15:58:33Z,ENTERTAINMENT,APPROVED
swp_134,acc_42,2025-04-25T06:18:14Z,TRAVEL,APPROVED
swp_135,acc_42,2025-05-05T19:22:59Z,DINING,APPROVED
swp_136,acc_43,2025-04-12T13:43:30Z,TRAVEL,APPROVED
swp_137,acc_43,2025-04-27T01:30:59Z,GROCERY,APPROVED
swp_138,acc_43,2025-03-22T19:23:51Z,ENTERTAINMENT,APPROVED
swp_139,acc_43,2025-05-06T11:15:17Z,ENTERTAINMENT,APPROVED
swp_140,acc_43,2025-05-09T01:44:18Z,ENTERTAINMENT,APPROVED
swp_141,acc_44,2025-05-20T09:54:39Z,DINING,APPROVED
swp_142,acc_44,2025-04-30T13:02:13Z,GROCERY,APPROVED
swp_143,acc_44,2025-06-01T06:20:28Z,TRAVEL,APPROVED
swp_144,acc_44,2025-03-30T16:39:47Z,TRAVEL,APPROVED
swp_145,acc_44,2025-04-30T07:57:05Z,DINING,APPROVED
swp_146,acc_45,2025-05-08T15:27:42Z,ENTERTAINMENT,APPROVED
swp_147,acc_45,2025-05-21T06:00:13Z,ENTERTAINMENT,APPROVED
swp_148,acc_45,2025-03-20T02:48:25Z,DINING,APPROVED
swp_149,acc_45,2025-03-20T01:26:27Z,TRAVEL,APPROVED
swp_150,acc_45,2025-05-30T01:34:38Z,ENTERTAINMENT,APPROVED
swp_151,acc_46,2025-05-03T16:35:56Z,TRAVEL,APPROVED
swp_152,acc_46,2025-05-31T14:47:21Z,DINING,APPROVED
swp_153,acc_46,2025-05-31T14:25:29Z,DINING,APPROVED
swp_154,acc_46,2025-05-08T03:46:49Z,GROCERY,APPROVED
swp_155,acc_46,2025-04-03T22:06:21Z,TRAVEL,APPROVED
swp_156,acc_47,2025-03-08T21:27:44Z,DINING,APPROVED
swp_157,acc_47,2025-04-16T12:01:37Z,ENTERTAINMENT,APPROVED
swp_158,acc_47,2025-05-08T19:50:41Z,ENTERTAINMENT,APPROVED
swp_159,acc_47,2025-05-28T23:54:31Z,TRAVEL,APPROVED
swp_160,acc_47,2025-04-05T10:37:05Z,DINING,APPROVED
swp_161,acc_48,2025-05-19T00:36:08Z,ENTERTAINMENT,APPROVED
swp_162,acc_48,2025-05-16T01:16:48Z,TRAVEL,APPROVED
swp_163,acc_48,2025-05-27T10:36:05Z,ENTERTAINMENT,APPROVED
swp_164,acc_48,2025-05-07T01:59:05Z,GROCERY,APPROVED
swp_165,acc_48,2025-03-14T08:09:11Z,GROCERY,APPROVED
swp_166,acc_49,2025-05-05T10:23:55Z,DINING,APPROVED
swp_167,acc_49,2025-03-06T08:42:40Z,GROCERY,APPROVED
swp_168,acc_49,2025-03-05T11:04:28Z,DINING,APPROVED
swp_169,acc_49,2025-05-27T22:35:49Z,DINING,APPROVED
swp_170,acc_49,2025-05-21T03:41:45Z,ENTERTAINMENT,APPROVED
swp_171,acc_50,2025-05-22T19:09:06Z,GROCERY,APPROVED
swp_172,acc_50,2025-03-14T17:52:24Z,GROCERY,APPROVED
swp_173,acc_50,2025-05-09T13:43:16Z,DINING,APPROVED
swp_174,acc_50,2025-04-26T21:45:36Z,DINING,APPROVED
swp_175,acc_50,2025-05-13T06:34:20Z,GROCERY,APPROVED
swp_176,acc_51,2025-03-03T05:40:41Z,TRAVEL,APPROVED
swp_177,acc_51,2025-05-25T20:42:58Z,ENTERTAINMENT,APPROVED
swp_178,acc_51,2025-04-19T19:04:40Z,GROCERY,APPROVED
swp_179,acc_51,2025-05-10T13:46:13Z,DINING,APPROVED
swp_180,acc_51,2025-04-27T01:18:29Z,GROCERY,APPROVED
swp_181,acc_52,2025-05-17T06:29:23Z,ENTERTAINMENT,DECLINED
swp_182,acc_52,2025-03-04T05:35:31Z,TRAVEL,DECLINED
swp_183,acc_52,2025-05-04T05:42:10Z,DINING,APPROVED
swp_184,acc_52,2025-05-17T21:36:34Z,ENTERTAINMENT,APPROVED
swp_185,acc_52,2025-04-25T11:51:03Z,TRAVEL,APPROVED
swp_186,acc_53,2025-05-13T19:42:31Z,DINING,APPROVED
swp_187,acc_53,2025-05-30T01:46:23Z,TRAVEL,APPROVED
swp_188,acc_53,2025-03-28T12:40:47Z,GROCERY,APPROVED
swp_189,acc_53,2025-03-19T22:12:38Z,DINING,APPROVED
swp_190,acc_53,2025-04-30T19:05:56Z,GROCERY,APPROVED
swp_191,acc_54,2025-05-11T00:44:09Z,TRAVEL,APPROVED
swp_192,acc_54,2025-05-22T18:12:35Z,GROCERY,APPROVED
swp_193,acc_54,2025-03-20T10:25:14Z,GROCERY,APPROVED
swp_194,acc_54,2025-03-03T15:31:08Z,DINING,APPROVED
swp_195,acc_54,2025-03-06T04:25:38Z,ENTERTAINMENT,APPROVED
swp_196,acc_55,2025-04-28T17:36:36Z,DINING,APPROVED
swp_197,acc_55,2025-05-20T22:30:00Z,ENTERTAINMENT,APPROVED
swp_198,acc_55,2025-03-29T19:01:28Z,GROCERY,APPROVED
swp_199,acc_55,2025-05-01T02:37:06Z,ENTERTAINMENT,APPROVED
swp_200,acc_55,2025-05-29T23:55:44Z,GROCERY,APPROVED
swp_201,acc_56,2025-03-26T22:18:57Z,TRAVEL,APPROVED
swp_202,acc_56,2025-04-05T16:41:00Z,ENTERTAINMENT,APPROVED
swp_203,acc_56,2025-05-09T05:49:10Z,DINING,APPROVED
swp_204,acc_56,2025-05-27T07:50:06Z,ENTERTAINMENT,APPROVED
swp_205,acc_56,2025-05-28T22:09:54Z,GROCERY,APPROVED
swp_206,acc_57,2025-05-03T18:31:21Z,GROCERY,APPROVED
swp_207,acc_57,2025-05-18T17:55:59Z,DINING,APPROVED
swp_208,acc_57,2025-04-12T11:02:26Z,TRAVEL,APPROVED
swp_209,acc_57,2025-05-18T07:46:19Z,ENTERTAINMENT,DECLINED
swp_210,acc_57,2025-05-06T01:52:44Z,GROCERY,APPROVED
swp_211,acc_58,2025-05-05T22:15:34Z,GROCERY,APPROVED
swp_212,acc_58,2025-05-02T11:58:12Z,TRAVEL,APPROVED
swp_213,acc_58,2025-05-17T05:39:28Z,ENTERTAINMENT,APPROVED
swp_214,acc_58,2025-05-16T15:18:25Z,DINING,APPROVED
swp_215,acc_58,2025-05-25T02:27:28Z,TRAVEL,APPROVED
swp_216,acc_59,2025-04-06T18:07:50Z,TRAVEL,APPROVED
swp_217,acc_59,2025-05-05T20:03:52Z,TRAVEL,APPROVED
swp_218,acc_59,2025-03-26T14:28:41Z,TRAVEL,APPROVED
swp_219,acc_59,2025-05-30T16:01:17Z,ENTERTAINMENT,APPROVED
swp_220,acc_59,2025-05-27T11:56:02Z,DINING,APPROVED
swp_221,acc_60,2025-05-14T20:08:41Z,TRAVEL,APPROVED
swp_222,acc_60,2025-05-04T14:14:43Z,GROCERY,APPROVED
swp_223,acc_60,2025-04-04T23:22:29Z,TRAVEL,APPROVED
swp_224,acc_60,2025-05-22T10:30:12Z,DINING,APPROVED
swp_225,acc_60,2025-05-26T13:39:16Z,ENTERTAINMENT,APPROVED
swp_226,acc_61,2025-05-01T16:31:00Z,TRAVEL,APPROVED
swp_227,acc_61,2025-05-02T08:17:27Z,DINING,APPROVED
swp_228,acc_61,2025-05-04T14:19:17Z,TRAVEL,APPROVED
swp_229,acc_61,2025-03-08T08:05:27Z,ENTERTAINMENT,DECLINED
swp_230,acc_61,2025-04-10T06:16:58Z,DINING,APPROVED
swp_231,acc_62,2025-03-23T11:31:06Z,DINING,APPROVED
swp_232,acc_62,2025-04-14T18:42:54Z,TRAVEL,APPROVED
swp_233,acc_62,2025-05-05T00:49:18Z,ENTERTAINMENT,APPROVED
swp_234,acc_62,2025-05-20T06:27:39Z,GROCERY,APPROVED
swp_235,acc_62,2025-05-20T12:42:53Z,GROCERY,APPROVED
swp_236,acc_63,2025-04-24T15:45:11Z,GROCERY,APPROVED
swp_237,acc_63,2025-04-27T07:54:50Z,ENTERTAINMENT,APPROVED
swp_238,acc_63,2025-05-19T11:12:11Z,DINING,APPROVED
swp_239,acc_63,2025-05-27T12:03:46Z,ENTERTAINMENT,APPROVED
swp_240,acc_63,2025-05-15T00:09:01Z,ENTERTAINMENT,APPROVED
swp_241,acc_64,2025-04-07T11:40:29Z,DINING,APPROVED
swp_242,acc_64,2025-05-08T00:56:35Z,ENTERTAINMENT,APPROVED
swp_243,acc_64,2025-05-11T16:09:24Z,TRAVEL,APPROVED
swp_244,acc_64,2025-03-04T12:40:47Z,ENTERTAINMENT,APPROVED
swp_245,acc_64,2025-05-31T14:11:09Z,DINING,APPROVED
swp_246,acc_65,2025-04-29T14:20:15Z,GROCERY,APPROVED
swp_247,acc_65,2025-05-14T10:41:49Z,TRAVEL,APPROVED
swp_248,acc_65,2025-05-26T05:04:20Z,DINING,APPROVED
swp_249,acc_65,2025-05-11T13:23:51Z,TRAVEL,APPROVED
swp_250,acc_65,2025-03-15T16:53:41Z,GROCERY,APPROVED
swp_251,acc_66,2025-04-08T06:28:14Z,GROCERY,APPROVED
swp_252,acc_66,2025-05-09T13:21:05Z,GROCERY,APPROVED
swp_253,acc_66,2025-04-30T22:58:10Z,GROCERY,APPROVED
swp_254,acc_66,2025-05-03T06:18:50Z,TRAVEL,APPROVED
swp_255,acc_66,2025-05-28T17:44:03Z,ENTERTAINMENT,APPROVED
swp_256,acc_67,2025-03-27T06:18:32Z,TRAVEL,APPROVED
swp_257,acc_67,2025-03-22T17:36:54Z,DINING,APPROVED
swp_258,acc_67,2025-05-09T06:44:33Z,DINING,APPROVED
swp_259,acc_67,2025-05-09T03:03:07Z,ENTERTAINMENT,APPROVED
swp_260,acc_67,2025-05-19T01:19:55Z,DINING,APPROVED
swp_261,acc_68,2025-04-25T10:18:29Z,ENTERTAINMENT,APPROVED
swp_262,acc_68,2025-05-31T03:50:49Z,GROCERY,APPROVED
swp_263,acc_68,2025-05-27T18:12:06Z,TRAVEL,APPROVED
swp_264,acc_68,2025-03-31T00:22:17Z,DINING,APPROVED
swp_265,acc_68,2025-03-23T03:30:44Z,ENTERTAINMENT,APPROVED
swp_266,acc_69,2025-05-26T08:13:44Z,DINING,APPROVED
swp_267,acc_69,2025-04-24T00:09:11Z,DINING,APPROVED
swp_268,acc_69,2025-03-04T05:06:38Z,GROCERY,APPROVED
swp_269,acc_69,2025-05-29T15:18:54Z,ENTERTAINMENT,APPROVED
swp_270,acc_69,2025-05-29T04:17:45Z,GROCERY,APPROVED
swp_271,acc_70,2025-05-29T23:47:33Z,ENTERTAINMENT,APPROVED
swp_272,acc_70,2025-04-28T20:59:23Z,DINING,APPROVED
swp_273,acc_70,2025-05-07T18:38:38Z,TRAVEL,APPROVED
swp_274,acc_70,2025-05-03T10:35:30Z,DINING,APPROVED
swp_275,acc_70,2025-05-25T00:14:20Z,DINING,APPROVED
swp_276,acc_71,2025-03-16T05:35:16Z,GROCERY,APPROVED
swp_277,acc_71,2025-03-09T10:42:49Z,GROCERY,APPROVED
swp_278,acc_71,2025-04-06T04:03:52Z,DINING,APPROVED
swp_279,acc_71,2025-04-27T05:23:31Z,TRAVEL,APPROVED
swp_280,acc_71,2025-05-25T21:39:29Z,DINING,APPROVED
swp_281,acc_72,2025-05-15T01:13:55Z,ENTERTAINMENT,APPROVED
swp_282,acc_72,2025-05-03T18:59:00Z,ENTERTAINMENT,APPROVED
swp_283,acc_72,2025-05-03T02:23:41Z,DINING,APPROVED
swp_284,acc_72,2025-05-25T12:51:31Z,ENTERTAINMENT,APPROVED
swp_285,acc_72,2025-03-31T02:37:20Z,TRAVEL,APPROVED
swp_286,acc_73,2025-04-17T01:08:24Z,TRAVEL,APPROVED
swp_287,acc_73,2025-05-05T00:15:25Z,ENTERTAINMENT,APPROVED
swp_288,acc_73,2025-04-16T04:57:45Z,TRAVEL,APPROVED
swp_289,acc_73,2025-03-23T16:38:20Z,GROCERY,APPROVED
swp_290,acc_73,2025-04-02T12:52:13Z,GROCERY,APPROVED
swp_291,acc_74,2025-04-23T19:24:57Z,TRAVEL,APPROVED
swp_292,acc_74,2025-04-12T18:13:13Z,DINING,APPROVED
swp_293,acc_74,2025-04-25T00:33:36Z,ENTERTAINMENT,APPROVED
swp_294,acc_74,2025-05-29T18:43:56Z,DINING,APPROVED
swp_295,acc_74,2025-05-16T09:11:09Z,DINING,APPROVED
swp_296,acc_75,2025-03-11T15:41:22Z,TRAVEL,APPROVED
swp_297,acc_75,2025-05-10T12:40:32Z,DINING,APPROVED
swp_298,acc_75,2025-04-02T21:03:45Z,GROCERY,APPROVED
swp_299,acc_75,2025-04-20T11:59:46Z,DINING,APPROVED
swp_300,acc_75,2025-05-24T21:47:10Z,GROCERY,APPROVED
swp_301,acc_76,2025-04-13T15:38:06Z,GROCERY,APPROVED
swp_302,acc_76,2025-05-30T03:00:29Z,TRAVEL,APPROVED
swp_303,acc_76,2025-03-07T09:36:59Z,DINING,APPROVED
swp_304,acc_76,2025-05-28T21:01:42Z,DINING,APPROVED
swp_305,acc_76,2025-05-02T09:40:57Z,ENTERTAINMENT,APPROVED
swp_306,acc_77,2025-03-09T01:59:59Z,GROCERY,APPROVED
swp_307,acc_77,2025-05-08T17:11:42Z,DINING,DECLINED
swp_308,acc_77,2025-03-26T08:39:20Z,GROCERY,APPROVED
swp_309,acc_77,2025-05-30T16:38:21Z,TRAVEL,APPROVED
swp_310,acc_77,2025-04-30T11:59:21Z,ENTERTAINMENT,APPROVED
swp_311,acc_78,2025-05-25T18:46:02Z,GROCERY,APPROVED
swp_312,acc_78,2025-04-01T00:17:32Z,ENTERTAINMENT,APPROVED
swp_313,acc_78,2025-05-23T21:48:38Z,GROCERY,APPROVED
swp_314,acc_78,2025-05-25T10:19:38Z,ENTERTAINMENT,APPROVED
swp_315,acc_78,2025-05-03T00:44:18Z,ENTERTAINMENT,APPROVED
swp_316,acc_79,2025-03-24T09:42:46Z,TRAVEL,DECLINED
swp_317,acc_79,2025-05-19T22:54:00Z,GROCERY,APPROVED
swp_318,acc_79,2025-04-19T16:11:24Z,DINING,APPROVED
swp_319,acc_79,2025-05-28T13:05:50Z,ENTERTAINMENT,APPROVED
swp_320,acc_79,2025-05-26T07:07:09Z,ENTERTAINMENT,APPROVED
swp_321,acc_80,2025-03-14T06:29:48Z,TRAVEL,APPROVED
swp_322,acc_80,2025-04-21T12:48:05Z,TRAVEL,APPROVED
swp_323,acc_80,2025-03-15T09:54:50Z,DINING,APPROVED
swp_324,acc_80,2025-05-11T00:29:52Z,GROCERY,APPROVED
swp_325,acc_80,2025-03-25T20:42:27Z,TRAVEL,APPROVED
swp_326,acc_81,2025-05-15T13:45:03Z,GROCERY,APPROVED
swp_327,acc_81,2025-05-09T04:05:17Z,TRAVEL,APPROVED
swp_328,acc_81,2025-05-05T18:12:21Z,TRAVEL,APPROVED
swp_329,acc_81,2025-03-19T06:23:04Z,TRAVEL,APPROVED
swp_330,acc_81,2025-05-18T22:04:22Z,ENTERTAINMENT,APPROVED
swp_331,acc_82,2025-03-18T07:57:02Z,DINING,APPROVED
swp_332,acc_82,2025-04-27T12:41:13Z,DINING,APPROVED
swp_333,acc_82,2025-04-14T20:03:36Z,GROCERY,APPROVED
swp_334,acc_82,2025-05-17T02:04:38Z,GROCERY,APPROVED
swp_335,acc_82,2025-05-12T09:00:40Z,GROCERY,APPROVED
swp_336,acc_83,2025-03-30T05:05:55Z,ENTERTAINMENT,APPROVED
swp_337,acc_83,2025-05-15T18:15:19Z,ENTERTAINMENT,APPROVED
swp_338,acc_83,2025-03-19T01:09:42Z,TRAVEL,APPROVED
swp_339,acc_83,2025-05-30T22:18:40Z,TRAVEL,APPROVED
swp_340,acc_83,2025-05-18T06:48:47Z,ENTERTAINMENT,APPROVED
swp_341,acc_84,2025-03-17T09:34:11Z,ENTERTAINMENT,APPROVED
swp_342,acc_84,2025-05-07T19:53:53Z,DINING,APPROVED
swp_343,acc_84,2025-05-17T08:19:12Z,GROCERY,DECLINED
swp_344,acc_84,2025-05-08T01:36:33Z,ENTERTAINMENT,APPROVED
swp_345,acc_84,2025-05-23T09:48:14Z,GROCERY,APPROVED
swp_346,acc_85,2025-05-20T20:15:10Z,GROCERY,APPROVED
swp_347,acc_85,2025-05-18T11:51:21Z,GROCERY,APPROVED
swp_348,acc_85,2025-04-15T08:07:00Z,ENTERTAINMENT,APPROVED
swp_349,acc_85,2025-03-14T04:20:13Z,DINING,APPROVED
swp_350,acc_85,2025-05-16T10:00:24Z,GROCERY,APPROVED
swp_351,acc_86,2025-05-10T12:50:20Z,TRAVEL,APPROVED
swp_352,acc_86,2025-05-10T21:33:53Z,ENTERTAINMENT,APPROVED
swp_353,acc_86,2025-05-20T07:48:36Z,DINING,APPROVED
swp_354,acc_86,2025-05-05T21:14:41Z,ENTERTAINMENT,APPROVED
swp_355,acc_86,2025-05-02T11:53:59Z,TRAVEL,DECLINED
swp_356,acc_87,2025-05-25T09:44:04Z,TRAVEL,APPROVED
swp_357,acc_87,2025-05-31T05:59:17Z,TRAVEL,APPROVED
swp_358,acc_87,2025-03-16T14:31:22Z,ENTERTAINMENT,APPROVED
swp_359,acc_87,2025-04-26T03:12:38Z,TRAVEL,APPROVED
swp_360,acc_87,2025-06-01T03:31:03Z,DINING,APPROVED
swp_361,acc_88,2025-04-08T20:26:04Z,ENTERTAINMENT,APPROVED
swp_362,acc_88,2025-03-22T09:42:45Z,DINING,APPROVED
swp_363,acc_88,2025-03-27T16:14:21Z,GROCERY,APPROVED
swp_364,acc_88,2025-03-10T13:27:06Z,ENTERTAINMENT,APPROVED
swp_365,acc_88,2025-05-24T05:13:25Z,GROCERY,APPROVED
