tx_id,account_id,timestamp,amount,tx_type,status
tx_150,acc_13,2025-04-28T05:47:41Z,236.99,WITHDRAWAL,SUCCESS
tx_151,acc_13,2025-05-14T18:13:56Z,83.16,WITHDRAWAL,SUCCESS
tx_152,acc_13,2025-05-04T22:39:57Z,151.83,DEPOSIT,SUCCESS
tx_153,acc_13,2025-03-17T20:10:27Z,49.11,P2P,FAILED
tx_154,acc_13,2025-03-19T18:06:30Z,106.72,WITHDRAWAL,SUCCESS
tx_155,acc_13,2025-03-24T22:05:15Z,191.24,DEPOSIT,SUCCESS
tx_156,acc_13,2025-03-05T12:32:09Z,292.44,P2P,SUCCESS
tx_157,acc_14,2025-05-23T09:39:35Z,482.45,WITHDRAWAL,FAILED
tx_158,acc_14,2025-05-22T16:10:22Z,303.71,WITHDRAWAL,SUCCESS
tx_159,acc_14,2025-05-21T08:45:39Z,406.17,P2P,FAILED
tx_16,acc_2,2025-05-17T16:51:33Z,337.44,WITHDRAWAL,SUCCESS
tx_160,acc_14,2025-05-21T07:10:08Z,352.34,WITHDRAWAL,SUCCESS
tx_161,acc_14,2025-05-15T17:32:41Z,292.6,P2P,SUCCESS
tx_162,acc_14,2025-04-28T08:04:29Z,210.28,WITHDRAWAL,SUCCESS
tx_163,acc_14,2025-05-10T00:06:32Z,186.3,P2P,FAILED
tx_164,acc_14,2025-05-01T11:24:04Z,298.11,WITHDRAWAL,SUCCESS
tx_165,acc_14,2025-03-27T14:59:47Z,215.95,P2P,FAILED
tx_166,acc_14,2025-04-10T20:44:38Z,276.32,WITHDRAWAL,SUCCESS
tx_167,acc_14,2025-03-24T07:43:26Z,85.16,P2P,FAILED
tx_168,acc_14,2025-04-17T18:36:22Z,33.56,P2P,SUCCESS
tx_169,acc_15,2025-05-18T09:29:07Z,197.55,WITHDRAWAL,SUCCESS
tx_17,acc_2,2025-05-08T05:27:06Z,250.88,WITHDRAWAL,SUCCESS
tx_170,acc_15,2025-05-18T04:55:03Z,206.67,WITHDRAWAL,SUCCESS
tx_171,acc_15,2025-05-18T02:01:44Z,506.95,WITHDRAWAL,SUCCESS
tx_172,acc_15,2025-05-19T21:39:20Z,450.98,DEPOSIT,SUCCESS
tx_173,acc_15,2025-05-01T09:43:48Z,146.29,DEPOSIT,SUCCESS
tx_174,acc_15,2025-05-13T02:50:57Z,161.7,WITHDRAWAL,FAILED
tx_175,acc_15,2025-05-15T00:58:44Z,283.63,WITHDRAWAL,SUCCESS
tx_176,acc_15,2025-05-03T07:28:42Z,146.96,WITHDRAWAL,SUCCESS
tx_177,acc_15,2025-03-13T00:08:32Z,76.99,WITHDRAWAL,SUCCESS
tx_178,acc_15,2025-04-19T22:25:20Z,278.21,DEPOSIT,SUCCESS
tx_179,acc_15,2025-04-23T06:47:14Z,219.99,P2P,FAILED
tx_18,acc_2,2025-05-11T11:39:58Z,255.89,DEPOSIT,SUCCESS
tx_180,acc_15,2025-03-23T05:56:40Z,98.04,P2P,FAILED
tx_181,acc_16,2025-05-19T08:36:57Z,201.6,WITHDRAWAL,SUCCESS
tx_182,acc_16,2025-05-23T18:23:11Z,310.59,P2P,FAILED
tx_183,acc_16,2025-05-19T01:56:42Z,309.77,WITHDRAWAL,SUCCESS
tx_184,acc_16,2025-05-21T15:28:03Z,236.61,WITHDRAWAL,SUCCESS
tx_185,acc_16,2025-05-06T16:46:40Z,243.19,WITHDRAWAL,SUCCESS
tx_186,acc_16,2025-05-09T10:26:25Z,264.58,WITHDRAWAL,SUCCESS
tx_187,acc_16,2025-05-05T01:28:43Z,53.28,WITHDRAWAL,SUCCESS
tx_188,acc_16,2025-05-14T07:55:59Z,180.84,WITHDRAWAL,SUCCESS
tx_189,acc_16,2025-04-15T01:29:19Z,214.6,WITHDRAWAL,SUCCESS
tx_19,acc_2,2025-05-15T02:52:33Z,114.16,P2P,FAILED
tx_190,acc_16,2025-03-24T01:44:30Z,174.02,DEPOSIT,SUCCESS
tx_191,acc_16,2025-03-14T16:27:17Z,116.01,DEPOSIT,FAILED
tx_192,acc_16,2025-04-16T23:57:14Z,212.64,P2P,FAILED
tx_193,acc_17,2025-05-18T08:15:33Z,433.89,WITHDRAWAL,SUCCESS
tx_194,acc_17,2025-05-22T23:13:30Z,187.84,WITHDRAWAL,SUCCESS
tx_195,acc_17,2025-05-19T15:56:54Z,285.3,WITHDRAWAL,SUCCESS
tx_196,acc_17,2025-05-23T16:19:44Z,451.08,WITHDRAWAL,SUCCESS
tx_197,acc_17,2025-05-03T05:50:39Z,114.55,DEPOSIT,SUCCESS
tx_198,acc_17,2025-05-13T06:51:16Z,125.6,P2P,SUCCESS
tx_199,acc_17,2025-05-16T11:38:46Z,220.68,WITHDRAWAL,SUCCESS
tx_2,acc_1,2025-05-22T04:59:49Z,418.93,WITHDRAWAL,SUCCESS
tx_20,acc_2,2025-05-05T05:15:11Z,53.59,P2P,FAILED
tx_200,acc_17,2025-04-24T20:30:45Z,41.77,P2P,FAILED
tx_201,acc_17,2025-03-29T18:33:24Z,89.87,P2P,SUCCESS
tx_202,acc_17,2025-03-19T09:21:25Z,209.51,P2P,FAILED
tx_203,acc_17,2025-04-05T16:37:24Z,60.35,DEPOSIT,SUCCESS
tx_204,acc_17,2025-04-06T15:16:17Z,293.73,WITHDRAWAL,SUCCESS
tx_205,acc_18,2025-05-20T04:54:57Z,459.88,WITHDRAWAL,SUCCESS
tx_206,acc_18,2025-05-19T03:45:03Z,279.41,DEPOSIT,SUCCESS
tx_207,acc_18,2025-05-21T14:22:08Z,245.68,WITHDRAWAL,SUCCESS
tx_208,acc_18,2025-05-18T08:40:48Z,517.55,DEPOSIT,SUCCESS
tx_209,acc_18,2025-04-27T07:42:00Z,31.38,WITHDRAWAL,SUCCESS
tx_21,acc_2,2025-04-07T17:53:11Z,52.01,P2P,FAILED
tx_210,acc_18,2025-05-03T23:54:54Z,221.58,P2P,FAILED
tx_211,acc_18,2025-05-11T06:17:59Z,48.11,P2P,FAILED
tx_212,acc_18,2025-04-30T08:40:07Z,21.07,P2P,FAILED
tx_213,acc_18,2025-03-23T23:00:27Z,130.97,P2P,SUCCESS
tx_214,acc_18,2025-04-10T03:12:28Z,269.87,P2P,FAILED
tx_215,acc_18,2025-03-28T22:08:24Z,46.7,WITHDRAWAL,SUCCESS
tx_216,acc_18,2025-04-03T11:37:56Z,25.6,P2P,FAILED
tx_217,acc_19,2025-05-21T03:54:03Z,191.01,WITHDRAWAL,SUCCESS
tx_218,acc_19,2025-05-17T19:15:51Z,239.06,WITHDRAWAL,SUCCESS
tx_219,acc_19,2025-05-18T03:52:13Z,246.64,WITHDRAWAL,SUCCESS
tx_22,acc_2,2025-03-24T21:18:37Z,202.23,P2P,SUCCESS
tx_220,acc_19,2025-05-21T02:24:47Z,243.74,WITHDRAWAL,SUCCESS
tx_221,acc_19,2025-05-02T18:34:06Z,224.77,P2P,SUCCESS
tx_222,acc_19,2025-05-08T12:04:15Z,50.15,WITHDRAWAL,SUCCESS
tx_223,acc_19,2025-05-06T08:23:42Z,262.28,WITHDRAWAL,SUCCESS
tx_224,acc_19,2025-05-03T22:19:34Z,36.48,P2P,SUCCESS
tx_225,acc_19,2025-04-19T20:48:24Z,268.29,P2P,FAILED
tx_226,acc_19,2025-04-04T18:46:56Z,33.88,P2P,FAILED
tx_227,acc_19,2025-03-07T12:56:53Z,174.32,P2P,FAILED
tx_228,acc_19,2025-04-10T02:57:10Z,94.44,WITHDRAWAL,SUCCESS
tx_229,acc_20,2025-05-23T20:58:15Z,318.58,WITHDRAWAL,SUCCESS
tx_23,acc_2,2025-03-06T07:54:27Z,120.81,P2P,SUCCESS
tx_230,acc_20,2025-05-18T00:57:14Z,264.03,WITHDRAWAL,SUCCESS
tx_231,acc_20,2025-05-19T21:25:14Z,404.22,WITHDRAWAL,SUCCESS
tx_232,acc_20,2025-05-17T16:30:59Z,490.86,WITHDRAWAL,SUCCESS
tx_233,acc_20,2025-04-28T02:09:19Z,77.21,P2P,FAILED
tx_234,acc_20,2025-05-10T14:56:54Z,170.89,P2P,SUCCESS
tx_235,acc_20,2025-05-15T16:35:31Z,102.31,DEPOSIT,SUCCESS
tx_236,acc_20,2025-04-29T19:32:40Z,199.72,WITHDRAWAL,SUCCESS
tx_237,acc_20,2025-03-04T21:52:21Z,48.87,WITHDRAWAL,SUCCESS
tx_238,acc_20,2025-03-16T02:24:42Z,202.78,P2P,FAILED
tx_239,acc_20,2025-03-14T22:28:44Z,109.9,P2P,FAILED
tx_24,acc_2,2025-04-03T04:18:01Z,166.8,WITHDRAWAL,SUCCESS
tx_240,acc_20,2025-03-07T17:53:30Z,151.02,WITHDRAWAL,SUCCESS
tx_241,acc_21,2025-05-22T19:21:12Z,290.41,P2P,FAILED
tx_242,acc_21,2025-05-18T09:34:48Z,332.02,WITHDRAWAL,SUCCESS
tx_243,acc_21,2025-05-18T11:59:23Z,273.7,WITHDRAWAL,SUCCESS
tx_244,acc_21,2025-05-24T01:30:19Z,323.27,WITHDRAWAL,SUCCESS
tx_245,acc_21,2025-04-27T23:26:03Z,76.3,WITHDRAWAL,SUCCESS
tx_246,acc_21,2025-05-01T21:42:35Z,146.65,P2P,FAILED
tx_247,acc_21,2025-05-15T08:43:10Z,229.37,P2P,FAILED
tx_248,acc_21,2025-05-02T17:50:35Z,157.96,WITHDRAWAL,SUCCESS
tx_249,acc_21,2025-03-27T21:48:42Z,266.97,WITHDRAWAL,SUCCESS
tx_25,acc_3,2025-05-24T04:37:43Z,225.92,WITHDRAWAL,SUCCESS
tx_250,acc_21,2025-04-09T14:08:38Z,184.89,DEPOSIT,SUCCESS
tx_251,acc_21,2025-03-13T23:59:56Z,134.55,WITHDRAWAL,SUCCESS
tx_252,acc_21,2025-04-07T06:46:59Z,164.35,P2P,FAILED
tx_253,acc_22,2025-05-22T15:55:35Z,315.75,P2P,FAILED
tx_254,acc_22,2025-05-19T17:43:34Z,486.12,WITHDRAWAL,FAILED
tx_255,acc_22,2025-05-18T14:42:40Z,451.7,DEPOSIT,SUCCESS
tx_256,acc_22,2025-05-20T21:57:09Z,384.87,WITHDRAWAL,SUCCESS
tx_257,acc_22,2025-04-30T14:15:15Z,196.61,P2P,SUCCESS
tx_258,acc_22,2025-05-06T05:25:40Z,264.98,P2P,SUCCESS
tx_259,acc_22,2025-05-15T02:00:34Z,185.8,WITHDRAWAL,SUCCESS
tx_26,acc_3,2025-05-19T08:41:00Z,472.44,WITHDRAWAL,SUCCESS
tx_260,acc_22,2025-05-07T15:51:58Z,61.9,P2P,SUCCESS
tx_261,acc_22,2025-04-19T17:32:04Z,173.81,DEPOSIT,SUCCESS
tx_262,acc_22,2025-04-09T15:38:41Z,29.94,P2P,FAILED
tx_263,acc_22,2025-03-06T19:28:45Z,258.67,P2P,FAILED
tx_264,acc_22,2025-03-29T05:28:49Z,167.17,P2P,FAILED
tx_265,acc_23,2025-05-18T03:15:12Z,278.75,WITHDRAWAL,SUCCESS
tx_266,acc_23,2025-05-21T13:59:56Z,466.87,P2P,FAILED
tx_267,acc_23,2025-05-18T07:38:09Z,411.75,WITHDRAWAL,SUCCESS
tx_268,acc_23,2025-05-21T14:06:28Z,194.66,P2P,SUCCESS
tx_269,acc_23,2025-04-25T09:58:09Z,191.68,P2P,FAILED
tx_27,acc_3,2025-05-22T09:55:37Z,219.58,DEPOSIT,SUCCESS
tx_270,acc_23,2025-05-09T13:38:34Z,91.46,P2P,FAILED
tx_271,acc_23,2025-04-30T08:27:19Z,225.46,WITHDRAWAL,SUCCESS
tx_272,acc_23,2025-05-01T02:54:11Z,199.0,WITHDRAWAL,SUCCESS
tx_273,acc_23,2025-03-30T04:33:57Z,26.93,DEPOSIT,SUCCESS
tx_274,acc_23,2025-03-13T00:12:53Z,257.43,P2P,FAILED
tx_275,acc_23,2025-04-17T16:27:30Z,60.26,P2P,FAILED
tx_276,acc_23,2025-04-11T05:02:57Z,45.75,WITHDRAWAL,SUCCESS
tx_277,acc_24,2025-05-21T01:02:22Z,420.96,WITHDRAWAL,SUCCESS
tx_278,acc_24,2025-05-23T13:38:40Z,254.92,WITHDRAWAL,SUCCESS
tx_279,acc_24,2025-05-22T20:48:39Z,299.76,WITHDRAWAL,SUCCESS
tx_28,acc_3,2025-05-23T04:20:56Z,468.27,WITHDRAWAL,SUCCESS
tx_280,acc_24,2025-05-17T23:18:47Z,389.34,WITHDRAWAL,SUCCESS
tx_281,acc_24,2025-05-02T03:10:17Z,31.43,WITHDRAWAL,SUCCESS
tx_282,acc_24,2025-05-17T08:37:35Z,267.76,P2P,SUCCESS
tx_283,acc_24,2025-05-11T23:27:25Z,100.17,P2P,FAILED
tx_284,acc_24,2025-05-07T10:56:19Z,235.65,WITHDRAWAL,SUCCESS
tx_285,acc_24,2025-04-16T12:27:29Z,72.77,P2P,SUCCESS
tx_286,acc_24,2025-04-23T14:38:34Z,120.56,P2P,FAILED
tx_287,acc_24,2025-04-08T12:56:59Z,190.7,DEPOSIT,SUCCESS
tx_288,acc_24,2025-03-23T20:00:35Z,278.79,WITHDRAWAL,SUCCESS
tx_289,acc_25,2025-05-18T08:00:22Z,434.39,WITHDRAWAL,SUCCESS
tx_29,acc_3,2025-04-25T12:39:02Z,136.41,WITHDRAWAL,SUCCESS
tx_290,acc_25,2025-05-23T13:54:00Z,508.41,WITHDRAWAL,SUCCESS
tx_291,acc_25,2025-05-18T17:31:37Z,426.35,WITHDRAWAL,SUCCESS
tx_292,acc_25,2025-05-18T09:52:50Z,253.48,WITHDRAWAL,SUCCESS
tx_293,acc_25,2025-05-12T09:37:51Z,88.33,WITHDRAWAL,SUCCESS
tx_294,acc_25,2025-05-11T15:36:01Z,203.07,P2P,FAILED
tx_295,acc_25,2025-05-14T13:13:37Z,195.9,P2P,FAILED
tx_296,acc_25,2025-04-26T09:38:32Z,182.83,DEPOSIT,SUCCESS
tx_297,acc_25,2025-03-29T14:33:20Z,168.46,DEPOSIT,SUCCESS
tx_298,acc_25,2025-03-05T21:46:28Z,163.37,P2P,FAILED
tx_299,acc_25,2025-03-30T11:32:28Z,64.79,P2P,FAILED
tx_3,acc_1,2025-05-20T10:55:40Z,435.6,WITHDRAWAL,SUCCESS
tx_30,acc_3,2025-05-09T00:31:14Z,147.11,P2P,FAILED
tx_300,acc_25,2025-03-15T15:08:53Z,23.58,WITHDRAWAL,SUCCESS
tx_301,acc_26,2025-05-27T05:22:47Z,70.86,WITHDRAWAL,SUCCESS
tx_302,acc_26,2025-05-17T17:02:25Z,157.04,DEPOSIT,SUCCESS
tx_303,acc_26,2025-05-14T17:38:59Z,195.74,P2P,SUCCESS
tx_304,acc_26,2025-04-27T15:33:38Z,48.74,P2P,SUCCESS
tx_305,acc_26,2025-05-13T18:39:07Z,26.14,DEPOSIT,SUCCESS
tx_306,acc_26,2025-03-30T14:15:52Z,252.85,DEPOSIT,SUCCESS
tx_307,acc_26,2025-04-24T11:04:33Z,290.21,WITHDRAWAL,SUCCESS
tx_308,acc_26,2025-04-13T19:25:02Z,60.7,P2P,FAILED
tx_309,acc_26,2025-03-24T00:21:24Z,275.15,DEPOSIT,SUCCESS
tx_31,acc_3,2025-05-09T06:02:08Z,79.98,P2P,FAILED
tx_310,acc_26,2025-03-10T10:28:12Z,250.36,DEPOSIT,SUCCESS
tx_311,acc_27,2025-05-27T02:27:46Z,81.0,WITHDRAWAL,SUCCESS
tx_312,acc_27,2025-05-21T17:07:08Z,104.04,P2P,FAILED
tx_313,acc_27,2025-04-26T14:30:58Z,214.36,DEPOSIT,SUCCESS
tx_314,acc_27,2025-05-17T17:24:29Z,135.55,DEPOSIT,SUCCESS
tx_315,acc_27,2025-05-15T23:10:31Z,267.5,WITHDRAWAL,SUCCESS
tx_316,acc_27,2025-03-29T20:12:25Z,232.1,DEPOSIT,SUCCESS
tx_317,acc_27,2025-04-22T15:31:31Z,197.75,P2P,SUCCESS
tx_318,acc_27,2025-04-12T03:06:55Z,32.14,P2P,SUCCESS
tx_319,acc_27,2025-04-16T05:23:58Z,234.96,WITHDRAWAL,SUCCESS
tx_32,acc_3,2025-05-04T23:07:05Z,34.24,P2P,FAILED
tx_320,acc_27,2025-03-11T02:09:54Z,170.1,P2P,SUCCESS
tx_321,acc_28,2025-05-28T20:24:57Z,136.25,P2P,SUCCESS
tx_322,acc_28,2025-05-17T15:39:52Z,113.57,DEPOSIT,SUCCESS
tx_323,acc_28,2025-04-27T18:17:54Z,221.45,DEPOSIT,SUCCESS
tx_324,acc_28,2025-05-15T03:14:25Z,233.79,P2P,SUCCESS
tx_325,acc_28,2025-04-30T13:21:01Z,119.75,P2P,FAILED
tx_326,acc_28,2025-04-16T00:51:10Z,176.94,WITHDRAWAL,SUCCESS
tx_327,acc_28,2025-04-12T18:31:13Z,271.39,DEPOSIT,SUCCESS
tx_328,acc_28,2025-04-09T00:15:51Z,107.87,DEPOSIT,SUCCESS
tx_329,acc_28,2025-03-15T22:39:58Z,164.61,P2P,SUCCESS
tx_33,acc_3,2025-03-16T21:51:22Z,28.81,WITHDRAWAL,SUCCESS
tx_330,acc_28,2025-04-11T03:42:20Z,170.75,DEPOSIT,SUCCESS
tx_331,acc_29,2025-05-25T06:41:06Z,25.1,DEPOSIT,FAILED
tx_332,acc_29,2025-05-03T04:15:46Z,224.1,P2P,SUCCESS
tx_333,acc_29,2025-05-19T20:50:16Z,228.84,DEPOSIT,SUCCESS
tx_334,acc_29,2025-04-28T16:24:24Z,166.5,WITHDRAWAL,SUCCESS
tx_335,acc_29,2025-05-05T20:36:33Z,297.96,WITHDRAWAL,SUCCESS
tx_336,acc_29,2025-04-16T01:24:24Z,51.72,DEPOSIT,SUCCESS
tx_337,acc_29,2025-03-02T18:32:43Z,44.65,P2P,SUCCESS
tx_338,acc_29,2025-04-10T03:36:29Z,293.42,DEPOSIT,FAILED
tx_339,acc_29,2025-03-02T12:07:41Z,147.02,WITHDRAWAL,SUCCESS
tx_34,acc_3,2025-04-13T08:59:49Z,144.2,P2P,FAILED
tx_340,acc_29,2025-04-16T14:48:24Z,146.58,DEPOSIT,SUCCESS
tx_341,acc_30,2025-05-30T15:52:33Z,267.42,DEPOSIT,SUCCESS
tx_342,acc_30,2025-04-26T15:16:43Z,265.47,P2P,SUCCESS
